attr1,tag1,FALSE
attr2,tag2,FALSE
attr3,tag3,FALSE
attr4,tag4,FALSE
attr5,tag1,FALSE
attr6,tag2,FALSE
attr7,tag3,FALSE
attr8,tag4,FALSE
attr9,tag1,FALSE
attr10,tag2,FALSE
attr11,tag3,FALSE
attr12,tag4,FALSE
attr13,tag1,FALSE
attr14,tag2,FALSE
attr15,tag3,FALSE
attr16,tag4,FALSE
attr17,tag1,FALSE
attr18,tag2,FALSE
attr19,tag3,FALSE
attr20,tag4,FALSE
attr1,tag1,FALSE
attr2,tag2,FALSE
attr3,tag3,FALSE
attr4,tag4,FALSE
attr5,tag1,FALSE
attr6,tag2,FALSE
attr7,tag3,FALSE
attr8,tag4,FALSE
attr9,tag1,FALSE
attr10,tag2,FALSE
attr11,tag3,FALSE
attr12,tag4,FALSE
attr13,tag1,FALSE
attr14,tag2,FALSE
attr15,tag3,FALSE
attr16,tag4,FALSE
attr17,tag1,FALSE
attr18,tag2,FALSE
attr19,tag3,FALSE
attr20,tag4,FALSE
attr1,tag1,FALSE
attr2,tag2,FALSE
attr3,tag3,FALSE
attr4,tag4,FALSE
attr5,tag1,FALSE
attr6,tag2,FALSE
attr7,tag3,FALSE
attr8,tag4,FALSE
attr9,tag1,FALSE
attr10,tag2,FALSE
attr11,tag3,FALSE
attr12,tag4,FALSE
attr13,tag1,FALSE
attr14,tag2,FALSE
attr15,tag3,FALSE
attr16,tag4,FALSE
attr17,tag1,FALSE
attr18,tag2,FALSE
attr19,tag3,FALSE
attr20,tag4,FALSE
attr1,tag1,FALSE
attr2,tag2,FALSE
attr3,tag3,FALSE
attr4,tag4,FALSE
attr5,tag1,FALSE
attr6,tag2,FALSE
attr7,tag3,FALSE
attr8,tag4,FALSE
attr9,tag1,FALSE
attr10,tag2,FALSE
attr11,tag3,FALSE
attr12,tag4,FALSE
attr13,tag1,FALSE
attr14,tag2,FALSE
attr15,tag3,FALSE
attr16,tag4,FALSE
attr17,tag1,FALSE
attr18,tag2,FALSE
attr19,tag3,FALSE
attr20,tag4,FALSE
attr1,tag1,FALSE
attr2,tag2,FALSE
attr3,tag3,FALSE
attr4,tag4,FALSE
attr5,tag1,FALSE
attr6,tag2,FALSE
attr7,tag3,FALSE
attr8,tag4,FALSE
attr9,tag1,FALSE
attr10,tag2,FALSE
attr11,tag3,FALSE
attr12,tag4,FALSE
attr13,tag1,FALSE
attr14,tag2,FALSE
attr15,tag3,FALSE
attr16,tag4,FALSE
attr17,tag1,FALSE
attr18,tag2,FALSE
attr19,tag3,FALSE
attr20,tag4,FALSE
attr1,tag1,FALSE
attr2,tag2,FALSE
attr3,tag3,FALSE
attr4,tag4,FALSE
attr5,tag1,FALSE
attr6,tag2,FALSE
attr7,tag3,FALSE
attr8,tag4,FALSE
attr9,tag1,FALSE
attr10,tag2,FALSE
attr11,tag3,FALSE
attr12,tag4,FALSE
attr13,tag1,FALSE
attr14,tag2,FALSE
attr15,tag3,FALSE
attr16,tag4,FALSE
attr17,tag1,FALSE
attr18,tag2,FALSE
attr19,tag3,FALSE
attr20,tag4,FALSE
attr1,tag1,FALSE
attr2,tag2,FALSE
attr3,tag3,FALSE
attr4,tag4,FALSE
attr5,tag1,FALSE
attr6,tag2,FALSE
attr7,tag3,FALSE
attr8,tag4,FALSE
attr9,tag1,FALSE
attr10,tag2,FALSE
attr11,tag3,FALSE
attr12,tag4,FALSE
attr13,tag1,FALSE
attr14,tag2,FALSE
attr15,tag3,FALSE
attr16,tag4,FALSE
attr17,tag1,FALSE
attr18,tag2,FALSE
attr19,tag3,FALSE
attr20,tag4,FALSE
attr1,tag1,FALSE
attr2,tag2,FALSE
attr3,tag3,FALSE
attr4,tag4,FALSE
attr5,tag1,FALSE
attr6,tag2,FALSE
attr7,tag3,FALSE
attr8,tag4,FALSE
attr9,tag1,FALSE
attr10,tag2,FALSE
attr11,tag3,FALSE
attr12,tag4,FALSE
attr13,tag1,FALSE
attr14,tag2,FALSE
attr15,tag3,FALSE
attr16,tag4,FALSE
attr17,tag1,FALSE
attr18,tag2,FALSE
attr19,tag3,FALSE
attr20,tag4,FALSE
attr1,tag1,FALSE
attr2,tag2,FALSE
attr3,tag3,FALSE
attr4,tag4,FALSE
attr5,tag1,FALSE
attr6,tag2,FALSE
attr7,tag3,FALSE
attr8,tag4,FALSE
attr9,tag1,FALSE
attr10,tag2,FALSE
attr11,tag3,FALSE
attr12,tag4,FALSE
attr13,tag1,FALSE
attr14,tag2,FALSE
attr15,tag3,FALSE
attr16,tag4,FALSE
attr17,tag1,FALSE
attr18,tag2,FALSE
attr19,tag3,FALSE
attr20,tag4,FALSE
attr1,tag1,FALSE
attr2,tag2,FALSE
attr3,tag3,FALSE
attr4,tag4,FALSE
attr5,tag1,FALSE
attr6,tag2,FALSE
attr7,tag3,FALSE
attr8,tag4,FALSE
attr9,tag1,FALSE
attr10,tag2,FALSE
attr11,tag3,FALSE
attr12,tag4,FALSE
attr13,tag1,FALSE
attr14,tag2,FALSE
attr15,tag3,FALSE
attr16,tag4,FALSE
attr17,tag1,FALSE
attr18,tag2,FALSE
attr19,tag3,FALSE
attr20,tag4,FALSE
